
Top 7000 Scenarios (Highest Returns):
Rank  K      BuyDTE  Initial S    Final S  Price Buy  Price Sell    Moneyness    Und. Return  Opt. Return
6135  555      100d  556.22  567.34   27.49   32.67          ATM          2.00%       18.87%
6136  415       90d  556.22  584.03  144.98  172.33          ITM          5.00%       18.87%
6137  505       30d  556.22  567.34   53.38   63.45          ITM          2.00%       18.85%
6138  445       80d  556.22  578.47  114.96  136.62          ITM          4.00%       18.85%
6139  415      100d  556.22  584.03  145.41  172.74          ITM          5.00%       18.80%
6140  680      100d  556.22  567.34    1.04    1.24          OTM          2.00%       18.80%
6141  545       90d  556.22  567.34   31.51   37.43          ITM          2.00%       18.77%
6142  610       50d  556.22  567.34    2.83    3.36          OTM          2.00%       18.77%
6143  515       50d  556.22  567.34   46.83   55.61          ITM          2.00%       18.76%
6144  475       60d  556.22  572.91   84.54  100.40          ITM          3.00%       18.76%
6145  445       90d  556.22  578.47  115.48  137.09          ITM          4.00%       18.72%
6146  570       20d  556.22  567.34    5.71    6.77          OTM          2.00%       18.70%
6147  410       20d  556.22  584.03  147.04  174.44          ITM          5.00%       18.63%
6148  440       20d  556.22  578.47  117.11  138.91          ITM          4.00%       18.61%
6149  480       90d  556.22  572.91   82.09   97.36          ITM          3.00%       18.60%
6150  535       80d  556.22  567.34   36.24   42.97          ITM          2.00%       18.59%
6151  470       20d  556.22  572.91   87.18  103.39          ITM          3.00%       18.58%
6152  410       30d  556.22  584.03  147.45  174.85          ITM          5.00%       18.58%
6153  445      100d  556.22  578.47  116.01  137.56          ITM          4.00%       18.58%
6154  440       30d  556.22  578.47  117.56  139.36          ITM          4.00%       18.54%
6155  520       60d  556.22  567.34   44.14   52.32          ITM          2.00%       18.53%
6156  410       40d  556.22  584.03  147.86  175.25          ITM          5.00%       18.52%
6157  625       60d  556.22  567.34    2.17    2.57          OTM          2.00%       18.48%
6158  410       50d  556.22  584.03  148.27  175.66          ITM          5.00%       18.47%
6159  440       40d  556.22  578.47  118.00  139.80          ITM          4.00%       18.47%
6160  470       30d  556.22  572.91   87.68  103.86          ITM          3.00%       18.46%
6161  550      100d  556.22  567.34   30.16   35.73          ITM          2.00%       18.45%
6162  475       70d  556.22  572.91   85.24  100.96          ITM          3.00%       18.45%
6163  410       60d  556.22  584.03  148.68  176.07          ITM          5.00%       18.42%
6164  440       50d  556.22  578.47  118.46  140.24          ITM          4.00%       18.39%
6165  410       70d  556.22  584.03  149.09  176.47          ITM          5.00%       18.36%
6166  640       70d  556.22  567.34    1.69    2.00          OTM          2.00%       18.34%
6167  410       80d  556.22  584.03  149.50  176.88          ITM          5.00%       18.31%
6168  440       60d  556.22  578.47  118.91  140.68          ITM          4.00%       18.31%
6169  500       20d  556.22  567.34   57.36   67.86          ITM          2.00%       18.30%
6170  470       40d  556.22  572.91   88.21  104.35          ITM          3.00%       18.30%
6171  685      100d  556.22  567.34    0.88    1.05          OTM          2.00%       18.29%
6172  540       90d  556.22  567.34   34.54   40.85          ITM          2.00%       18.28%
6173  655       80d  556.22  567.34    1.34    1.59          OTM          2.00%       18.28%
6174  525       70d  556.22  567.34   41.76   49.39          ITM          2.00%       18.27%
6175  670       90d  556.22  567.34    1.08    1.28          OTM          2.00%       18.27%
6176  410       90d  556.22  584.03  149.92  177.28          ITM          5.00%       18.25%
6177  480      100d  556.22  572.91   82.91   98.04          ITM          3.00%       18.25%
6178  440       70d  556.22  578.47  119.39  141.13          ITM          4.00%       18.21%
6179  410      100d  556.22  584.03  150.34  177.69          ITM          5.00%       18.19%
6180  475       80d  556.22  572.91   85.97  101.55          ITM          3.00%       18.13%
6181  440       80d  556.22  578.47  119.87  141.58          ITM          4.00%       18.11%
6182  470       50d  556.22  572.91   88.78  104.84          ITM          3.00%       18.09%
6183  405       20d  556.22  584.03  152.03  179.43          ITM          5.00%       18.02%
6184  530       80d  556.22  567.34   39.64   46.78          ITM          2.00%       18.02%
6185  545      100d  556.22  567.34   33.00   38.95          ITM          2.00%       18.01%
6186  440       90d  556.22  578.47  120.37  142.03          ITM          4.00%       18.00%
6187  405       30d  556.22  584.03  152.44  179.84          ITM          5.00%       17.97%
6188  405       40d  556.22  584.03  152.84  180.24          ITM          5.00%       17.93%
6189  510       50d  556.22  567.34   51.12   60.27          ITM          2.00%       17.88%
6190  440      100d  556.22  578.47  120.88  142.49          ITM          4.00%       17.88%
6191  405       50d  556.22  584.03  153.24  180.64          ITM          5.00%       17.88%
6192  505       40d  556.22  567.34   54.43   64.16          ITM          2.00%       17.87%
6193  435       20d  556.22  578.47  122.10  143.91          ITM          4.00%       17.86%
6194  470       60d  556.22  572.91   89.39  105.35          ITM          3.00%       17.85%
6195  405       60d  556.22  584.03  153.65  181.04          ITM          5.00%       17.83%
6196  475       90d  556.22  572.91   86.72  102.17          ITM          3.00%       17.82%
6197  435       30d  556.22  578.47  122.54  144.34          ITM          4.00%       17.79%
6198  535       90d  556.22  567.34   37.73   44.44          ITM          2.00%       17.78%
6199  405       70d  556.22  584.03  154.05  181.44          ITM          5.00%       17.78%
6200  515       60d  556.22  567.34   48.18   56.75          ITM          2.00%       17.78%
6201  690      100d  556.22  567.34    0.75    0.88          OTM          2.00%       17.74%
6202  405       80d  556.22  584.03  154.46  181.84          ITM          5.00%       17.73%
6203  435       40d  556.22  578.47  122.98  144.78          ITM          4.00%       17.73%
6204  405       90d  556.22  584.03  154.86  182.24          ITM          5.00%       17.68%
6205  435       50d  556.22  578.47  123.42  145.22          ITM          4.00%       17.66%
6206  405      100d  556.22  584.03  155.27  182.64          ITM          5.00%       17.62%
6207  520       70d  556.22  567.34   45.56   53.59          ITM          2.00%       17.62%
6208  500       30d  556.22  567.34   58.16   68.41          ITM          2.00%       17.62%
6209  675       90d  556.22  567.34    0.91    1.07          OTM          2.00%       17.61%
6210  470       70d  556.22  572.91   90.03  105.88          ITM          3.00%       17.60%
6211  465       20d  556.22  572.91   92.17  108.38          ITM          3.00%       17.59%
6212  435       60d  556.22  578.47  123.87  145.65          ITM          4.00%       17.59%
6213  540      100d  556.22  567.34   36.01   42.33          ITM          2.00%       17.55%
6214  475      100d  556.22  572.91   87.49  102.81          ITM          3.00%       17.52%
6215  435       70d  556.22  578.47  124.33  146.09          ITM          4.00%       17.51%
6216  660       80d  556.22  567.34    1.12    1.31          OTM          2.00%       17.48%
6217  465       30d  556.22  572.91   92.65  108.85          ITM          3.00%       17.48%
6218  400       20d  556.22  584.03  157.02  184.43          ITM          5.00%       17.46%
6219  525       80d  556.22  567.34   43.21   50.75          ITM          2.00%       17.44%
6220  435       80d  556.22  578.47  124.79  146.53          ITM          4.00%       17.42%
6221  400       30d  556.22  584.03  157.42  184.82          ITM          5.00%       17.41%
6222  400       40d  556.22  584.03  157.82  185.22          ITM          5.00%       17.36%
6223  465       40d  556.22  572.91   93.16  109.33          ITM          3.00%       17.36%
6224  645       70d  556.22  567.34    1.40    1.64          OTM          2.00%       17.35%
6225  470       80d  556.22  572.91   90.71  106.44          ITM          3.00%       17.34%
6226  435       90d  556.22  578.47  125.27  146.97          ITM          4.00%       17.33%
6227  400       50d  556.22  584.03  158.21  185.61          ITM          5.00%       17.32%
6228  585       30d  556.22  567.34    4.07    4.78          OTM          2.00%       17.30%
6229  400       60d  556.22  584.03  158.61  186.01          ITM          5.00%       17.27%
6230  530       90d  556.22  567.34   41.09   48.18          ITM          2.00%       17.26%
6231  400       70d  556.22  584.03  159.01  186.40          ITM          5.00%       17.23%
6232  435      100d  556.22  578.47  125.76  147.42          ITM          4.00%       17.23%
6233  630       60d  556.22  567.34    1.77    2.07          OTM          2.00%       17.22%
6234  465       50d  556.22  572.91   93.69  109.81          ITM          3.00%       17.20%
6235  400       80d  556.22  584.03  159.41  186.80          ITM          5.00%       17.18%
6236  430       20d  556.22  578.47  127.09  148.90          ITM          4.00%       17.16%
6237  695      100d  556.22  567.34    0.63    0.74          OTM          2.00%       17.15%
6238  400       90d  556.22  584.03  159.81  187.19          ITM          5.00%       17.14%
6239  615       50d  556.22  567.34    2.28    2.67          OTM          2.00%       17.12%
6240  430       30d  556.22  578.47  127.52  149.33          ITM          4.00%       17.10%
6241  400      100d  556.22  584.03  160.21  187.58          ITM          5.00%       17.09%
6242  535      100d  556.22  567.34   39.17   45.86          ITM          2.00%       17.08%
6243  600       40d  556.22  567.34    3.01    3.52          OTM          2.00%       17.08%
6244  470       90d  556.22  572.91   91.41  107.02          ITM          3.00%       17.07%
6245  430       40d  556.22  578.47  127.96  149.76          ITM          4.00%       17.04%
6246  510       60d  556.22  567.34   52.37   61.29          ITM          2.00%       17.02%
6247  505       50d  556.22  567.34   55.55   65.00          ITM          2.00%       17.01%
6248  465       60d  556.22  572.91   94.27  110.30          ITM          3.00%       17.01%
6249  430       50d  556.22  578.47  128.39  150.19          ITM          4.00%       16.98%
6250  515       70d  556.22  567.34   49.52   57.91          ITM          2.00%       16.96%
6251  495       20d  556.22  567.34   62.30   72.85          ITM          2.00%       16.94%
6252  430       60d  556.22  578.47  128.83  150.62          ITM          4.00%       16.92%
6253  680       90d  556.22  567.34    0.76    0.89          OTM          2.00%       16.91%
6254  500       40d  556.22  567.34   59.08   69.05          ITM          2.00%       16.87%
6255  520       80d  556.22  567.34   46.94   54.85          ITM          2.00%       16.85%
6256  430       70d  556.22  578.47  129.27  151.06          ITM          4.00%       16.85%
6257  470      100d  556.22  572.91   92.13  107.63          ITM          3.00%       16.82%
6258  465       70d  556.22  572.91   94.87  110.81          ITM          3.00%       16.80%
6259  430       80d  556.22  578.47  129.73  151.49          ITM          4.00%       16.77%
6260  525       90d  556.22  567.34   44.61   52.07          ITM          2.00%       16.73%
6261  430       90d  556.22  578.47  130.19  151.92          ITM          4.00%       16.70%
6262  460       20d  556.22  572.91   97.16  113.37          ITM          3.00%       16.69%
6263  665       80d  556.22  567.34    0.93    1.08          OTM          2.00%       16.62%
6264  430      100d  556.22  578.47  130.66  152.36          ITM          4.00%       16.61%
6265  530      100d  556.22  567.34   42.49   49.55          ITM          2.00%       16.60%
6266  460       30d  556.22  572.91   97.63  113.84          ITM          3.00%       16.60%
6267  465       80d  556.22  572.91   95.50  111.34          ITM          3.00%       16.59%
6268  700      100d  556.22  567.34    0.53    0.62          OTM          2.00%       16.53%
6269  425       20d  556.22  578.47  132.08  153.90          ITM          4.00%       16.52%
6270  460       40d  556.22  572.91   98.12  114.31          ITM          3.00%       16.50%
6271  495       30d  556.22  567.34   63.00   73.38          ITM          2.00%       16.47%
6272  425       30d  556.22  578.47  132.51  154.32          ITM          4.00%       16.46%
6273  425       40d  556.22  578.47  132.93  154.75          ITM          4.00%       16.41%
6274  460       50d  556.22  572.91   98.63  114.78          ITM          3.00%       16.37%
6275  465       90d  556.22  572.91   96.15  111.89          ITM          3.00%       16.37%
6276  425       50d  556.22  578.47  133.36  155.17          ITM          4.00%       16.35%
6277  425       60d  556.22  578.47  133.79  155.60          ITM          4.00%       16.30%
6278  510       70d  556.22  567.34   53.61   62.35          ITM          2.00%       16.29%
6279  650       70d  556.22  567.34    1.15    1.33          OTM          2.00%       16.28%
6280  505       60d  556.22  567.34   56.69   65.91          ITM          2.00%       16.27%
6281  515       80d  556.22  567.34   50.82   59.08          ITM          2.00%       16.26%
6282  425       70d  556.22  578.47  134.23  156.02          ITM          4.00%       16.24%
6283  460       60d  556.22  572.91   99.17  115.26          ITM          3.00%       16.23%
6284  520       90d  556.22  567.34   48.28   56.10          ITM          2.00%       16.20%
6285  425       80d  556.22  578.47  134.67  156.44          ITM          4.00%       16.17%
6286  500       50d  556.22  567.34   60.08   69.80          ITM          2.00%       16.16%
6287  685       90d  556.22  567.34    0.63    0.74          OTM          2.00%       16.16%
6288  465      100d  556.22  572.91   96.83  112.47          ITM          3.00%       16.15%
6289  525      100d  556.22  567.34   45.96   53.37          ITM          2.00%       16.12%
6290  425       90d  556.22  578.47  135.11  156.87          ITM          4.00%       16.10%
6291  460       70d  556.22  572.91   99.73  115.75          ITM          3.00%       16.06%
6292  425      100d  556.22  578.47  135.57  157.30          ITM          4.00%       16.03%
6293  420       20d  556.22  578.47  137.07  158.89          ITM          4.00%       15.92%
6294  495       40d  556.22  567.34   63.82   73.97          ITM          2.00%       15.91%
6295  460       80d  556.22  572.91  100.32  116.26          ITM          3.00%       15.88%
6296  455       20d  556.22  572.91  102.15  118.37          ITM          3.00%       15.88%
6297  420       30d  556.22  578.47  137.49  159.31          ITM          4.00%       15.87%
6298  635       60d  556.22  567.34    1.44    1.67          OTM          2.00%       15.84%
6299  420       40d  556.22  578.47  137.91  159.73          ITM          4.00%       15.82%
6300  455       30d  556.22  572.91  102.61  118.83          ITM          3.00%       15.80%
6301  420       50d  556.22  578.47  138.33  160.15          ITM          4.00%       15.77%
6302  490       20d  556.22  567.34   67.26   77.85          ITM          2.00%       15.74%
6303  455       40d  556.22  572.91  103.09  119.29          ITM          3.00%       15.72%
6304  420       60d  556.22  578.47  138.75  160.57          ITM          4.00%       15.72%
6305  670       80d  556.22  567.34    0.77    0.89          OTM          2.00%       15.70%
6306  460       90d  556.22  572.91  100.94  116.79          ITM          3.00%       15.70%
6307  420       70d  556.22  578.47  139.18  160.98          ITM          4.00%       15.67%
6308  510       80d  556.22  567.34   54.84   63.43          ITM          2.00%       15.66%
6309  515       90d  556.22  567.34   52.10   60.25          ITM          2.00%       15.66%
6310  505       70d  556.22  567.34   57.84   66.88          ITM          2.00%       15.63%
6311  520      100d  556.22  567.34   49.58   57.33          ITM          2.00%       15.62%
6312  455       50d  556.22  572.91  103.58  119.75          ITM          3.00%       15.62%
6313  420       80d  556.22  578.47  139.61  161.40          ITM          4.00%       15.61%
6314  420       90d  556.22  578.47  140.04  161.82          ITM          4.00%       15.55%
6315  500       60d  556.22  567.34   61.12   70.62          ITM          2.00%       15.54%
6316  460      100d  556.22  572.91  101.57  117.33          ITM          3.00%       15.52%
6317  455       60d  556.22  572.91  104.09  120.22          ITM          3.00%       15.50%
6318  420      100d  556.22  578.47  140.48  162.24          ITM          4.00%       15.49%
6319  490       30d  556.22  567.34   67.89   78.36          ITM          2.00%       15.42%
6320  455       70d  556.22  572.91  104.62  120.70          ITM          3.00%       15.37%
6321  415       20d  556.22  578.47  142.05  163.88          ITM          4.00%       15.37%
6322  690       90d  556.22  567.34    0.53    0.61          OTM          2.00%       15.36%
6323  495       50d  556.22  567.34   64.71   74.64          ITM          2.00%       15.34%
6324  415       30d  556.22  578.47  142.47  164.30          ITM          4.00%       15.32%
6325  620       50d  556.22  567.34    1.83    2.11          OTM          2.00%       15.28%
6326  415       40d  556.22  578.47  142.89  164.71          ITM          4.00%       15.27%
6327  415       50d  556.22  578.47  143.30  165.12          ITM          4.00%       15.23%
6328  455       80d  556.22  572.91  105.18  121.19          ITM          3.00%       15.22%
6329  415       60d  556.22  578.47  143.72  165.54          ITM          4.00%       15.18%
6330  450       20d  556.22  572.91  107.14  123.36          ITM          3.00%       15.15%
6331  415       70d  556.22  578.47  144.14  165.95          ITM          4.00%       15.13%
6332  515      100d  556.22  567.34   53.34   61.41          ITM          2.00%       15.13%
6333  655       70d  556.22  567.34    0.94    1.08          OTM          2.00%       15.12%
6334  510       90d  556.22  567.34   56.05   64.52          ITM          2.00%       15.12%
6335  415       80d  556.22  578.47  144.56  166.36          ITM          4.00%       15.08%
6336  450       30d  556.22  572.91  107.59  123.82          ITM          3.00%       15.08%
6337  505       80d  556.22  567.34   58.99   67.88          ITM          2.00%       15.07%
6338  455       90d  556.22  572.91  105.76  121.69          ITM          3.00%       15.07%
6339  415       90d  556.22  578.47  144.98  166.77          ITM          4.00%       15.03%
6340  450       40d  556.22  572.91  108.06  124.27          ITM          3.00%       15.01%
6341  490       40d  556.22  567.34   68.62   78.91          ITM          2.00%       15.00%
6342  500       70d  556.22  567.34   62.19   71.50          ITM          2.00%       14.98%
6343  415      100d  556.22  578.47  145.41  167.19          ITM          4.00%       14.98%
6344  450       50d  556.22  572.91  108.53  124.73          ITM          3.00%       14.93%
6345  455      100d  556.22  572.91  106.35  122.21          ITM          3.00%       14.91%
6346  410       20d  556.22  578.47  147.04  168.88          ITM          4.00%       14.85%
6347  450       60d  556.22  572.91  109.02  125.19          ITM          3.00%       14.83%
6348  495       60d  556.22  567.34   65.66   75.39          ITM          2.00%       14.82%
6349  410       30d  556.22  578.47  147.45  169.29          ITM          4.00%       14.81%
6350  410       40d  556.22  578.47  147.86  169.69          ITM          4.00%       14.76%
6351  410       50d  556.22  578.47  148.27  170.10          ITM          4.00%       14.72%
6352  450       70d  556.22  572.91  109.53  125.65          ITM          3.00%       14.72%
6353  675       80d  556.22  567.34    0.63    0.72          OTM          2.00%       14.72%
6354  485       20d  556.22  567.34   72.23   82.84          ITM          2.00%       14.69%
6355  410       60d  556.22  578.47  148.68  170.51          ITM          4.00%       14.68%
6356  410       70d  556.22  578.47  149.09  170.91          ITM          4.00%       14.64%
6357  510      100d  556.22  567.34   57.24   65.61          ITM          2.00%       14.63%
6358  450       80d  556.22  572.91  110.06  126.13          ITM          3.00%       14.60%
6359  410       80d  556.22  578.47  149.50  171.32          ITM          4.00%       14.59%
6360  505       90d  556.22  567.34   60.13   68.89          ITM          2.00%       14.58%
6361  490       50d  556.22  567.34   69.42   79.53          ITM          2.00%       14.56%
6362  410       90d  556.22  578.47  149.92  171.73          ITM          4.00%       14.55%
6363  695       90d  556.22  567.34    0.44    0.50          OTM          2.00%       14.53%
6364  410      100d  556.22  578.47  150.34  172.13          ITM          4.00%       14.50%
6365  605       40d  556.22  567.34    2.38    2.72          OTM          2.00%       14.49%
6366  500       80d  556.22  567.34   63.26   72.42          ITM          2.00%       14.49%
6367  445       20d  556.22  572.91  112.12  128.36          ITM          3.00%       14.48%
6368  450       90d  556.22  572.91  110.60  126.62          ITM          3.00%       14.48%
6369  485       30d  556.22  567.34   72.81   83.34          ITM          2.00%       14.47%
6370  445       30d  556.22  572.91  112.58  128.81          ITM          3.00%       14.42%
6371  405       20d  556.22  578.47  152.03  173.87          ITM          4.00%       14.37%
6372  445       40d  556.22  572.91  113.03  129.26          ITM          3.00%       14.36%
6373  640       60d  556.22  567.34    1.16    1.33          OTM          2.00%       14.35%
6374  450      100d  556.22  572.91  111.17  127.11          ITM          3.00%       14.34%
6375  495       70d  556.22  567.34   66.64   76.20          ITM          2.00%       14.34%
6376  405       30d  556.22  578.47  152.44  174.27          ITM          4.00%       14.33%
6377  405       40d  556.22  578.47  152.84  174.68          ITM          4.00%       14.29%
6378  445       50d  556.22  572.91  113.49  129.71          ITM          3.00%       14.29%
6379  405       50d  556.22  578.47  153.24  175.08          ITM          4.00%       14.25%
6380  405       60d  556.22  578.47  153.65  175.48          ITM          4.00%       14.21%
6381  445       60d  556.22  572.91  113.96  130.16          ITM          3.00%       14.21%
6382  405       70d  556.22  578.47  154.05  175.88          ITM          4.00%       14.17%
6383  485       40d  556.22  567.34   73.47   83.87          ITM          2.00%       14.16%
6384  505      100d  556.22  567.34   61.25   69.92          ITM          2.00%       14.14%
6385  405       80d  556.22  578.47  154.46  176.28          ITM          4.00%       14.13%
6386  490       60d  556.22  567.34   70.28   80.21          ITM          2.00%       14.13%
6387  445       70d  556.22  572.91  114.45  130.61          ITM          3.00%       14.12%
6388  405       90d  556.22  578.47  154.86  176.68          ITM          4.00%       14.09%
6389  500       90d  556.22  567.34   64.32   73.36          ITM          2.00%       14.05%
6390  405      100d  556.22  578.47  155.27  177.08          ITM          4.00%       14.05%
6391  445       80d  556.22  572.91  114.96  131.07          ITM          3.00%       14.02%
6392  445       90d  556.22  572.91  115.48  131.55          ITM          3.00%       13.92%
6393  400       20d  556.22  578.47  157.02  178.87          ITM          4.00%       13.91%
6394  495       80d  556.22  567.34   67.63   77.04          ITM          2.00%       13.91%
6395  660       70d  556.22  567.34    0.76    0.87          OTM          2.00%       13.88%
6396  400       30d  556.22  578.47  157.42  179.26          ITM          4.00%       13.88%
6397  440       20d  556.22  572.91  117.11  133.35          ITM          3.00%       13.87%
6398  400       40d  556.22  578.47  157.82  179.66          ITM          4.00%       13.84%
6399  485       50d  556.22  567.34   74.20   84.44          ITM          2.00%       13.81%
6400  440       30d  556.22  572.91  117.56  133.80          ITM          3.00%       13.81%
6401  445      100d  556.22  572.91  116.01  132.03          ITM          3.00%       13.80%
6402  400       50d  556.22  578.47  158.21  180.05          ITM          4.00%       13.80%
6403  400       60d  556.22  578.47  158.61  180.45          ITM          4.00%       13.77%
6404  480       20d  556.22  567.34   77.21   87.84          ITM          2.00%       13.76%
6405  440       40d  556.22  572.91  118.00  134.24          ITM          3.00%       13.76%
6406  400       70d  556.22  578.47  159.01  180.84          ITM          4.00%       13.73%
6407  490       70d  556.22  567.34   71.18   80.95          ITM          2.00%       13.72%
6408  440       50d  556.22  572.91  118.46  134.68          ITM          3.00%       13.70%
6409  400       80d  556.22  578.47  159.41  181.24          ITM          4.00%       13.70%
6410  680       80d  556.22  567.34    0.52    0.59          OTM          2.00%       13.68%
6411  400       90d  556.22  578.47  159.81  181.63          ITM          4.00%       13.66%
6412  500      100d  556.22  567.34   65.39   74.31          ITM          2.00%       13.65%
6413  700       90d  556.22  567.34    0.36    0.41          OTM          2.00%       13.64%
6414  440       60d  556.22  572.91  118.91  135.13          ITM          3.00%       13.63%
6415  400      100d  556.22  578.47  160.21  182.03          ITM          4.00%       13.62%
6416  480       30d  556.22  567.34   77.75   88.33          ITM          2.00%       13.60%
6417  440       70d  556.22  572.91  119.39  135.57          ITM          3.00%       13.56%
6418  495       90d  556.22  567.34   68.63   77.91          ITM          2.00%       13.52%
6419  440       80d  556.22  572.91  119.87  136.02          ITM          3.00%       13.48%
6420  485       60d  556.22  567.34   74.98   85.07          ITM          2.00%       13.46%
6421  440       90d  556.22  572.91  120.37  136.48          ITM          3.00%       13.39%
6422  480       40d  556.22  567.34   78.35   88.84          ITM          2.00%       13.38%
6423  490       80d  556.22  567.34   72.10   81.72          ITM          2.00%       13.35%
6424  435       20d  556.22  572.91  122.10  138.35          ITM          3.00%       13.30%
6425  440      100d  556.22  572.91  120.88  136.95          ITM          3.00%       13.30%
6426  625       50d  556.22  567.34    1.46    1.65          OTM          2.00%       13.27%
6427  435       30d  556.22  572.91  122.54  138.78          ITM          3.00%       13.26%
6428  590       30d  556.22  567.34    3.15    3.57          OTM          2.00%       13.26%
6429  435       40d  556.22  572.91  122.98  139.22          ITM          3.00%       13.21%
6430  495      100d  556.22  567.34   69.63   78.80          ITM          2.00%       13.17%
6431  435       50d  556.22  572.91  123.42  139.66          ITM          3.00%       13.15%
6432  485       70d  556.22  567.34   75.80   85.75          ITM          2.00%       13.12%
6433  480       50d  556.22  567.34   79.02   89.38          ITM          2.00%       13.11%
6434  435       60d  556.22  572.91  123.87  140.10          ITM          3.00%       13.10%
6435  435       70d  556.22  572.91  124.33  140.53          ITM          3.00%       13.04%
6436  490       90d  556.22  567.34   73.03   82.53          ITM          2.00%       13.01%
6437  435       80d  556.22  572.91  124.79  140.98          ITM          3.00%       12.97%
6438  475       20d  556.22  567.34   82.20   92.83          ITM          2.00%       12.94%
6439  435       90d  556.22  572.91  125.27  141.42          ITM          3.00%       12.89%
6440  480       60d  556.22  567.34   79.74   89.96          ITM          2.00%       12.83%
6441  475       30d  556.22  567.34   82.71   93.32          ITM          2.00%       12.82%
6442  435      100d  556.22  572.91  125.76  141.88          ITM          3.00%       12.82%
6443  485       80d  556.22  567.34   76.65   86.47          ITM          2.00%       12.80%
6444  430       20d  556.22  572.91  127.09  143.34          ITM          3.00%       12.79%
6445  430       30d  556.22  572.91  127.52  143.77          ITM          3.00%       12.74%
6446  645       60d  556.22  567.34    0.93    1.05          OTM          2.00%       12.74%
6447  430       40d  556.22  572.91  127.96  144.20          ITM          3.00%       12.70%
6448  490      100d  556.22  567.34   73.97   83.36          ITM          2.00%       12.69%
6449  475       40d  556.22  567.34   83.27   93.81          ITM          2.00%       12.66%
6450  430       50d  556.22  572.91  128.39  144.63          ITM          3.00%       12.65%
6451  430       60d  556.22  572.91  128.83  145.07          ITM          3.00%       12.60%
6452  685       80d  556.22  567.34    0.42    0.48          OTM          2.00%       12.59%
6453  665       70d  556.22  567.34    0.62    0.70          OTM          2.00%       12.57%
6454  600       20d  556.22  572.91    0.78    0.88          OTM          3.00%       12.56%
6455  430       70d  556.22  572.91  129.27  145.50          ITM          3.00%       12.55%
6456  480       70d  556.22  567.34   80.49   90.59          ITM          2.00%       12.55%
6457  485       90d  556.22  567.34   77.52   87.22          ITM          2.00%       12.51%
6458  430       80d  556.22  572.91  129.73  145.93          ITM          3.00%       12.49%
6459  475       50d  556.22  567.34   83.88   94.33          ITM          2.00%       12.45%
6460  430       90d  556.22  572.91  130.19  146.37          ITM          3.00%       12.43%
6461  430      100d  556.22  572.91  130.66  146.81          ITM          3.00%       12.36%
6462  425       20d  556.22  572.91  132.08  148.33          ITM          3.00%       12.31%
6463  480       80d  556.22  567.34   81.28   91.26          ITM          2.00%       12.28%
6464  425       30d  556.22  572.91  132.51  148.76          ITM          3.00%       12.27%
6465  485      100d  556.22  567.34   78.40   87.99          ITM          2.00%       12.23%
6466  475       60d  556.22  567.34   84.54   94.88          ITM          2.00%       12.23%
6467  425       40d  556.22  572.91  132.93  149.19          ITM          3.00%       12.23%
6468  470       20d  556.22  567.34   87.18   97.82          ITM          2.00%       12.21%
6469  425       50d  556.22  572.91  133.36  149.61          ITM          3.00%       12.19%
6470  425       60d  556.22  572.91  133.79  150.04          ITM          3.00%       12.14%
6471  470       30d  556.22  567.34   87.68   98.30          ITM          2.00%       12.12%
6472  425       70d  556.22  572.91  134.23  150.46          ITM          3.00%       12.10%
6473  425       80d  556.22  572.91  134.67  150.89          ITM          3.00%       12.05%
6474  480       90d  556.22  567.34   82.09   91.95          ITM          2.00%       12.02%
6475  475       70d  556.22  567.34   85.24   95.47          ITM          2.00%       12.00%
6476  470       40d  556.22  567.34   88.21   98.79          ITM          2.00%       12.00%
6477  425       90d  556.22  572.91  135.11  151.32          ITM          3.00%       11.99%
6478  425      100d  556.22  572.91  135.57  151.75          ITM          3.00%       11.94%
6479  420       20d  556.22  572.91  137.07  153.33          ITM          3.00%       11.86%
6480  470       50d  556.22  567.34   88.78   99.29          ITM          2.00%       11.84%
6481  420       30d  556.22  572.91  137.49  153.75          ITM          3.00%       11.83%
6482  420       40d  556.22  572.91  137.91  154.17          ITM          3.00%       11.79%
6483  480      100d  556.22  567.34   82.91   92.67          ITM          2.00%       11.78%
6484  475       80d  556.22  567.34   85.97   96.09          ITM          2.00%       11.77%
6485  420       50d  556.22  572.91  138.33  154.59          ITM          3.00%       11.75%
6486  420       60d  556.22  572.91  138.75  155.01          ITM          3.00%       11.71%
6487  420       70d  556.22  572.91  139.18  155.43          ITM          3.00%       11.67%
6488  470       60d  556.22  567.34   89.39   99.81          ITM          2.00%       11.66%
6489  420       80d  556.22  572.91  139.61  155.85          ITM          3.00%       11.63%
6490  610       40d  556.22  567.34    1.86    2.08          OTM          2.00%       11.61%
6491  420       90d  556.22  572.91  140.04  156.27          ITM          3.00%       11.59%
6492  465       20d  556.22  567.34   92.17  102.82          ITM          2.00%       11.55%
6493  475       90d  556.22  567.34   86.72   96.74          ITM          2.00%       11.55%
6494  420      100d  556.22  572.91  140.48  156.69          ITM          3.00%       11.54%
6495  465       30d  556.22  567.34   92.65  103.29          ITM          2.00%       11.48%
6496  470       70d  556.22  567.34   90.03  100.36          ITM          2.00%       11.47%
6497  415       20d  556.22  572.91  142.05  158.32          ITM          3.00%       11.45%
6498  415       30d  556.22  572.91  142.47  158.74          ITM          3.00%       11.42%
6499  465       40d  556.22  567.34   93.16  103.77          ITM          2.00%       11.39%
6500  415       40d  556.22  572.91  142.89  159.15          ITM          3.00%       11.38%
